iso639_3,glottocode,name,l1_speakers,year,source_note
trw,torw1241,Torwali,90000,2011,"wikidata P1098 (unqualified, assumed L1)"
srm,sara1340,Saramaccan,90000,2013,"wikidata P1098 (unqualified, assumed L1)"
nog,noga1249,Nogai,87119,2010,"wikidata P1098 (unqualified, assumed L1)"
sjs,senh1238,Senhaja De Srair,86000,2022,"wikidata P1098 (unqualified, assumed L1)"
mlm,mula1253,Mulam,86000,,"wikidata P1098 (unqualified, assumed L1)"
sth,shel1236,Shelta,86000,,"wikidata P1098 (unqualified, assumed L1)"
crs,sese1246,Seselwa Creole French,85000,2021,"wikidata P1098 (unqualified, assumed L1)"
zai,isth1244,Isthmus Zapotec,85000,1990,wikidata P1098 (first-language qualified)
jge,jude1258,Judeo-Georgian,85000,,"wikidata P1098 (unqualified, assumed L1)"
tru,turo1239,Turoyo,84000,1994,"wikidata P1098 (unqualified, assumed L1)"
yim,yimc1240,Yimchungru Naga,83259,2011,wikidata P1098 (first-language qualified)
adl,galo1242,Galo,80597,2001,wikidata P1098 (first-language qualified)
ngi,ngiz1242,Ngizim,80000,,"wikidata P1098 (unqualified, assumed L1)"
nrb,nara1262,Nara,80000,2001,"wikidata P1098 (unqualified, assumed L1)"
auv,auve1240,Auvergnat,80000,,"wikidata P1098 (unqualified, assumed L1)"
byk,biao1253,Shidong Biao,80000,2002,wikidata P1098 (first-language qualified)
cia,ciac1237,Cia-Cia,80000,,"wikidata P1098 (unqualified, assumed L1)"
atb,zaiw1241,Zaiwa,80000,1999,"wikidata P1098 (unqualified, assumed L1)"
tay,atay1247,Atayal,80000,,"wikidata P1098 (unqualified, assumed L1)"
sbm,saga1256,Sagala,79000,,"wikidata P1098 (unqualified, assumed L1)"
cts,nort2883,Northern Catanduanes Bicolano,78000,2000,wikidata P1098 (first-language qualified)
wji,warj1253,Warji-Gala,77700,,"wikidata P1098 (unqualified, assumed L1)"
bfi,brit1235,British Sign Language,77000,2014,"wikidata P1098 (unqualified, assumed L1)"
jjr,bank1257,Bankal,75000,,"wikidata P1098 (unqualified, assumed L1)"
vro,sout2679,South Estonian,74499,2011,"wikidata P1098 (unqualified, assumed L1)"
cni,asha1243,Asháninka,73567,2017,"wikidata P1098 (unqualified, assumed L1)"
agi,agar1251,Agariya,72000,2007,"wikidata P1098 (unqualified, assumed L1)"
emp,nort2972,Northern Emberá,72000,2012,"wikidata P1098 (unqualified, assumed L1)"
bji,burj1242,Burji,70100,2007,"wikidata P1098 (unqualified, assumed L1)"
dbd,dadi1249,Dadiya,70000,,"wikidata P1098 (unqualified, assumed L1)"
slr,sala1264,Salar,70000,2002,"wikidata P1098 (unqualified, assumed L1)"
drw,darw1234,Darwazi,70000,,"wikidata P1098 (unqualified, assumed L1)"
mbo,mboc1235,Mbo (Cameroon),70000,,"wikidata P1098 (unqualified, assumed L1)"
sip,sikk1242,Sikkimese,70000,,"wikidata P1098 (unqualified, assumed L1)"
jgk,ging1241,Gingwak,70000,,"wikidata P1098 (unqualified, assumed L1)"
fit,torn1244,Meänkieli,70000,2015,"wikidata P1098 (unqualified, assumed L1)"
byn,bili1260,Bilin,70000,,"wikidata P1098 (unqualified, assumed L1)"
xsb,tina1248,Tinà Sambal,70000,2000,wikidata P1098 (first-language qualified)
cri,saot1239,Sãotomense,69899,,"wikidata P1098 (unqualified, assumed L1)"
fao,faro1244,Faroese,69150,2015,"wikidata P1098 (unqualified, assumed L1)"
gwd,gaww1239,Ale-Gawwada,69000,2007,"wikidata P1098 (unqualified, assumed L1)"
tah,tahi1242,Tahitian,68000,2007,"wikidata P1098 (unqualified, assumed L1)"
lep,lepc1244,Lepcha,66500,2011,"wikidata P1098 (unqualified, assumed L1)"
wlo,woli1241,Wolio,65000,2004,wikidata P1098 (first-language qualified)
bxu,chin1476,China Buriat,65000,1982,"wikidata P1098 (unqualified, assumed L1)"
bzy,oban1244,Obanliku,65000,1989,"wikidata P1098 (unqualified, assumed L1)"
gdl,dira1242,Dirasha,65000,2007,"wikidata P1098 (unqualified, assumed L1)"
dbm,dugu1249,Duguri,65000,2008,"wikidata P1098 (unqualified, assumed L1)"
sgh,shug1248,Shughni,64800,1989,"wikidata P1098 (unqualified, assumed L1)"
cha,cham1312,Chamorro,64300,,"wikidata P1098 (unqualified, assumed L1)"
liq,libi1250,Libido,64000,2007,"wikidata P1098 (unqualified, assumed L1)"
koi,komi1269,Komi-Permyak,63100,2010,"wikidata P1098 (unqualified, assumed L1)"
mqx,mamu1255,Mamuju,63000,2010,wikidata P1098 (first-language qualified)
jgo,ngom1272,Ngomba,63000,1999,"wikidata P1098 (unqualified, assumed L1)"
raw,rawa1265,Rawang,63000,2000,wikidata P1098 (first-language qualified)
tca,ticu1245,Ticuna,61000,2021,"wikidata P1098 (unqualified, assumed L1)"
ksd,kuan1248,Kuanua,61000,1991,wikidata P1098 (first-language qualified)
zom,zouu1235,Zou,61000,2012,"wikidata P1098 (unqualified, assumed L1)"
mah,mars1254,Marshallese,61000,2001,"wikidata P1098 (unqualified, assumed L1)"
dsh,daas1238,Daasanach,60500,2007,"wikidata P1098 (unqualified, assumed L1)"
gla,scot1245,Scottish Gaelic,60130,2011,"wikidata P1098 (unqualified, assumed L1)"
bhh,bukh1238,Bukharic,60000,,"wikidata P1098 (unqualified, assumed L1)"
jvn,cari1276,Caribbean Javanese,60000,1986,"wikidata P1098 (unqualified, assumed L1)"
wja,waja1259,Waja,60000,,"wikidata P1098 (unqualified, assumed L1)"
jpr,jude1257,Judeo-Persian,60000,,"wikidata P1098 (unqualified, assumed L1)"
nxg,ngad1261,Ngad'a,60000,1995,"wikidata P1098 (unqualified, assumed L1)"
nbh,ngam1282,Ngamo,60000,,"wikidata P1098 (unqualified, assumed L1)"
rmq,calo1236,Caló,60000,2015,wikidata P1098 (first-language qualified)
ksf,bafi1243,Bafia,60000,,"wikidata P1098 (unqualified, assumed L1)"
nnp,wanc1238,Wancho Naga,59154,2011,wikidata P1098 (first-language qualified)
msk,mans1262,Mansaka,58000,2000,wikidata P1098 (first-language qualified)
agr,agua1253,Aguaruna,56584,2017,"wikidata P1098 (unqualified, assumed L1)"
kal,kala1399,Kalaallisut,56200,2007,wikidata P1098 (first-language qualified)
alt,sout2694,Southern Altai,55720,,"wikidata P1098 (unqualified, assumed L1)"
bsk,buru1296,Burushaski,55000,,"wikidata P1098 (unqualified, assumed L1)"
nph,phom1236,Phom Naga,54416,2011,"wikidata P1098 (unqualified, assumed L1)"
sby,soli1239,Soli,54400,1986,"wikidata P1098 (unqualified, assumed L1)"
klj,turk1303,Khalaj Turkic,53900,2019,"wikidata P1098 (unqualified, assumed L1)"
wbj,alag1248,Alagwa,53000,2009,wikidata P1098 (first-language qualified)
chk,chuu1238,Chuukese,51330,2000,wikidata P1098 (first-language qualified)
smk,boli1256,Bolinao,51000,2007,wikidata P1098 (first-language qualified)
abi,abid1235,Abidji,51000,,"wikidata P1098 (unqualified, assumed L1)"
kcz,kono1265,Konongo-Ruwila,51000,1987,"wikidata P1098 (unqualified, assumed L1)"
jye,jude1267,Judeo-Yemeni Arabic,50300,1995,"wikidata P1098 (unqualified, assumed L1)"
bha,bhar1241,Bhariati,50000,2018,"wikidata P1098 (unqualified, assumed L1)"
nxe,nage1237,Nage,50000,1993,"wikidata P1098 (unqualified, assumed L1)"
mbt,mati1250,Matigsalug Manobo,50000,2010,wikidata P1098 (first-language qualified)
fcs,queb1245,Quebec Sign Language,50000,2010,"wikidata P1098 (unqualified, assumed L1)"
tiy,tiru1241,Tiruray,50000,2002,wikidata P1098 (first-language qualified)
uth,east2402,Eastern Duka,50000,2017,"wikidata P1098 (unqualified, assumed L1)"
rml,balt1257,Baltic Romani,50000,,"wikidata P1098 (unqualified, assumed L1)"
mhw,mbuk1240,Mbukushu,49710,2018,"wikidata P1098 (unqualified, assumed L1)"
abq,abaz1241,Abaza,48000,,"wikidata P1098 (unqualified, assumed L1)"
hch,huic1243,Huichol,47625,2020,"wikidata P1098 (unqualified, assumed L1)"
rys,yaey1239,Yaeyama,47600,2000,"wikidata P1098 (unqualified, assumed L1)"
rut,rutu1240,Rutul,47400,2010,"wikidata P1098 (unqualified, assumed L1)"
sci,sril1245,Sri Lanka Malay,46000,2006,"wikidata P1098 (unqualified, assumed L1)"
kdc,kutu1263,Kutu,45000,,"wikidata P1098 (unqualified, assumed L1)"
bmi,bagi1246,Bagirmi,44800,1983,"wikidata P1098 (unqualified, assumed L1)"
bra,braj1242,Braj,44000,,"wikidata P1098 (unqualified, assumed L1)"
agj,argo1244,Argobba,43700,,"wikidata P1098 (unqualified, assumed L1)"
cac,chuj1250,Chuj,43370,1991,"wikidata P1098 (unqualified, assumed L1)"
bgs,taga1272,Tagabawa,43000,1998,wikidata P1098 (first-language qualified)
kjh,khak1248,Khakas,42604,,"wikidata P1098 (unqualified, assumed L1)"
bxm,mong1330,Mongolia Buriat,42500,2016,"wikidata P1098 (unqualified, assumed L1)"
tuq,teda1241,Tedaga,42500,,"wikidata P1098 (unqualified, assumed L1)"
kcn,nubi1253,Nubi,42000,2002,wikidata P1098 (first-language qualified)
tft,tern1247,Ternate,42000,,"wikidata P1098 (unqualified, assumed L1)"
dng,dung1253,Dungan,41400,2001,"wikidata P1098 (unqualified, assumed L1)"
lif,limb1266,Limbu,40835,2011,wikidata P1098 (first-language qualified)
gss,gree1271,Greek Sign Language,40600,1986,"wikidata P1098 (unqualified, assumed L1)"
rwm,amba1263,Amba (Uganda),40100,2002,"wikidata P1098 (unqualified, assumed L1)"
roh,roma1326,Romansh,40039,2012,"wikidata P1098 (unqualified, assumed L1)"
bau,bada1258,Bada (Nigeria),40000,,"wikidata P1098 (unqualified, assumed L1)"
hac,gura1251,Gurani,40000,,"wikidata P1098 (unqualified, assumed L1)"
nhn,cent2132,Tlaxcala-Puebla-Central Nahuatl,40000,1980,wikidata P1098 (first-language qualified)
sad,sand1273,Sandawe,40000,,"wikidata P1098 (unqualified, assumed L1)"
geh,hutt1235,Hutterite German,40000,2007,"wikidata P1098 (unqualified, assumed L1)"
tob,toba1269,Toba,40000,,"wikidata P1098 (unqualified, assumed L1)"
ask,ashk1246,Ashkun,40000,,"wikidata P1098 (unqualified, assumed L1)"
qub,hual1241,Huallaga Huánuco Quechua,40000,1993,"wikidata P1098 (unqualified, assumed L1)"
xxk,keoo1238,Kéo,40000,2001,"wikidata P1098 (unqualified, assumed L1)"
uuu,uuuu1243,U,40000,2000,wikidata P1098 (first-language qualified)
kvq,geba1237,Geba Karen,40000,2010,"wikidata P1098 (unqualified, assumed L1)"
mkl,moko1243,Mokole,39600,2021,"wikidata P1098 (unqualified, assumed L1)"
meu,motu1246,Motu,39000,,"wikidata P1098 (unqualified, assumed L1)"
mfy,mayo1264,Mayo,39000,2020,wikidata P1098 (first-language qualified)
kkw,teke1280,Teke-Kukuya,38800,2000,"wikidata P1098 (unqualified, assumed L1)"
bnn,bunu1267,Bunun,38000,2002,wikidata P1098 (first-language qualified)
dot,dass1243,Dass,37582,,"wikidata P1098 (unqualified, assumed L1)"
caq,carn1240,Car Nicobarese,37000,,"wikidata P1098 (unqualified, assumed L1)"
oyd,oyda1235,Oyda,37000,2007,"wikidata P1098 (unqualified, assumed L1)"
bqn,bulg1240,Bulgarian Sign Language,37000,2014,"wikidata P1098 (unqualified, assumed L1)"
cdm,chep1245,Chepang,36807,2001,"wikidata P1098 (unqualified, assumed L1)"
poi,high1276,Highland Popoluca,36000,2020,wikidata P1098 (first-language qualified)
ntk,ikom1245,Ikoma-Nata,36000,2005,"wikidata P1098 (unqualified, assumed L1)"
krl,kare1335,Karelian,35600,2010,wikidata P1098 (first-language qualified)
baz,tune1241,Tunen (Retired),35300,1982,"wikidata P1098 (unqualified, assumed L1)"
jiv,shua1257,Shuar,35000,2007,"wikidata P1098 (unqualified, assumed L1)"
tvu,tune1261,Tunen,35000,,"wikidata P1098 (unqualified, assumed L1)"
slm,pang1291,Pangutaran Sama,35000,2000,wikidata P1098 (first-language qualified)
shp,ship1254,Shipibo-Conibo,34152,2017,"wikidata P1098 (unqualified, assumed L1)"
crk,plai1258,Plains Cree,34000,1982,wikidata P1098 (first-language qualified)
kxl,nepa1253,Nepali Kurux,33700,2011,"wikidata P1098 (unqualified, assumed L1)"
ktz,juho1239,South-Eastern Ju,33600,,"wikidata P1098 (unqualified, assumed L1)"
bsc,bass1258,Bassari-Tanda,33600,,"wikidata P1098 (unqualified, assumed L1)"
inb,inga1252,Colombian Inga,33000,2007,"wikidata P1098 (unqualified, assumed L1)"
jac,popt1235,Popti',33000,2019,wikidata P1098 (first-language qualified)
mhs,buru1303,Buru (Indonesia),32980,,"wikidata P1098 (unqualified, assumed L1)"
ddn,dend1243,Dendi (Benin),32050,,"wikidata P1098 (unqualified, assumed L1)"
bri,mokp1239,Mokpwe,32000,,"wikidata P1098 (unqualified, assumed L1)"
tny,tong1320,Tongwe,31600,,"wikidata P1098 (unqualified, assumed L1)"
nzy,nzak1246,Nzakambay,31500,,"wikidata P1098 (unqualified, assumed L1)"
jun,juan1238,Juang,30875,2001,"wikidata P1098 (unqualified, assumed L1)"
olo,livv1243,Livvi,30770,2010,"wikidata P1098 (unqualified, assumed L1)"
tul,tula1252,Tula,30000,,"wikidata P1098 (unqualified, assumed L1)"
nag,naga1394,Naga Pidgin,30000,1989,"wikidata P1098 (unqualified, assumed L1)"
mmd,maon1241,Maonan,30000,2005,"wikidata P1098 (unqualified, assumed L1)"
azr,adze1241,Adzera (Retired),30000,,"wikidata P1098 (unqualified, assumed L1)"
adz,adze1240,Adzera,30000,,"wikidata P1098 (unqualified, assumed L1)"
qvc,caja1238,Cajamarca Quechua,30000,2001,"wikidata P1098 (unqualified, assumed L1)"
lsi,lash1243,Lashi,30000,2012,wikidata P1098 (first-language qualified)
mrj,west2392,Western Mari,30000,2012,"wikidata P1098 (unqualified, assumed L1)"
sjo,xibe1242,Xibe,30000,,"wikidata P1098 (unqualified, assumed L1)"
mba,higa1237,Higaonon,30000,1996,wikidata P1098 (first-language qualified)
lld,ladi1250,Ladin,30000,,"wikidata P1098 (unqualified, assumed L1)"
cgc,kaga1256,Kagayanen,30000,2007,wikidata P1098 (first-language qualified)
caa,chor1273,Ch'orti',30000,1990,"wikidata P1098 (unqualified, assumed L1)"
oci,occi1239,Occitan,30000,2030,"wikidata P1098 (unqualified, assumed L1)"
mkf,miya1266,Miya,30000,,"wikidata P1098 (unqualified, assumed L1)"
blz,bala1315,Balantak,30000,2000,wikidata P1098 (first-language qualified)
agx,aghu1253,Aghul,29300,2010,"wikidata P1098 (unqualified, assumed L1)"
pon,pohn1238,Pohnpeian,29000,2001,wikidata P1098 (first-language qualified)
snp,sian1257,Siane,29000,2000,wikidata P1098 (first-language qualified)
sne,baub1235,Bau-Jagoi Bidayuh,29000,2000,wikidata P1098 (first-language qualified)
wlc,mwal1237,Mwali Comorian,28700,,"wikidata P1098 (unqualified, assumed L1)"
wba,wara1303,Warao,28100,2007,"wikidata P1098 (unqualified, assumed L1)"
tmw,temu1239,Temuan,28000,2008,wikidata P1098 (first-language qualified)
lbo,lave1248,Laven,28000,,"wikidata P1098 (unqualified, assumed L1)"
zab,sanj1284,Western Tlacolula Valley Zapotec,28000,1990,wikidata P1098 (first-language qualified)
tlb,tobe1252,Tobelo,27720,,"wikidata P1098 (unqualified, assumed L1)"
bdp,bend1258,Bende,27000,,"wikidata P1098 (unqualified, assumed L1)"
agd,agar1252,Agarabi,27000,,"wikidata P1098 (unqualified, assumed L1)"
tda,tagd1238,Tagdal,26900,2000,"wikidata P1098 (unqualified, assumed L1)"
haw,hawa1245,Hawaiian,26205,2010,"wikidata P1098 (unqualified, assumed L1)"
gnd,zulg1242,Zulgo-Gemzek,26000,2002,"wikidata P1098 (unqualified, assumed L1)"
led,lend1245,Lendu,26000,,"wikidata P1098 (unqualified, assumed L1)"
lel,lele1265,Lele (Democratic Republic of Congo),26000,,"wikidata P1098 (unqualified, assumed L1)"
har,hara1271,Harari,25810,,"wikidata P1098 (unqualified, assumed L1)"
sme,nort2671,North Saami,25700,2009,"wikidata P1098 (unqualified, assumed L1)"
cfa,diji1241,Dijim-Bwilim,25000,,"wikidata P1098 (unqualified, assumed L1)"
xdq,kajt1238,Kajtak,25000,,"wikidata P1098 (unqualified, assumed L1)"
aol,alor1247,Alorese,25000,1997,"wikidata P1098 (unqualified, assumed L1)"
gah,alek1238,Alekano,25000,1999,"wikidata P1098 (unqualified, assumed L1)"
pip,pero1241,Pero,25000,,"wikidata P1098 (unqualified, assumed L1)"
pis,piji1239,Pijin,25000,,"wikidata P1098 (unqualified, assumed L1)"
lmy,lamb1273,Lamboya,25000,1997,wikidata P1098 (first-language qualified)
mhp,bali1279,Balinese Malay,25000,2000,"wikidata P1098 (unqualified, assumed L1)"
bwc,bwil1245,Bwile,24800,,"wikidata P1098 (unqualified, assumed L1)"
mql,mbel1240,Mbelime,24500,,"wikidata P1098 (unqualified, assumed L1)"
bsh,kati1270,Katë,24200,,"wikidata P1098 (unqualified, assumed L1)"
yey,yeyi1239,Yeyi,24000,,"wikidata P1098 (unqualified, assumed L1)"
sle,shol1240,Sholaga,24000,2006,wikidata P1098 (first-language qualified)
doe,doee1238,Doe,24000,,"wikidata P1098 (unqualified, assumed L1)"
bff,bofi1238,Bofi,23500,,"wikidata P1098 (unqualified, assumed L1)"
guh,guah1255,Sikuani,23006,,"wikidata P1098 (unqualified, assumed L1)"
anm,anal1239,Anal,23000,,"wikidata P1098 (unqualified, assumed L1)"
tkr,tsak1249,Tsakhur,23000,1989,"wikidata P1098 (unqualified, assumed L1)"
bld,bola1252,Bolango,23000,1986,"wikidata P1098 (unqualified, assumed L1)"
xma,mush1238,Mushungulu,23000,,"wikidata P1098 (unqualified, assumed L1)"
bcw,bana1305,Bana,23000,2007,"wikidata P1098 (unqualified, assumed L1)"
sli,lowe1388,Lower Silesian,22900,,"wikidata P1098 (unqualified, assumed L1)"
wae,wals1238,Walser,22780,,"wikidata P1098 (unqualified, assumed L1)"
dhm,zemb1238,Zemba,22000,,"wikidata P1098 (unqualified, assumed L1)"
yrk,nene1249,Tundra Nenets,21926,2010,"wikidata P1098 (unqualified, assumed L1)"
abx,inab1237,Inabaknon,21400,,"wikidata P1098 (unqualified, assumed L1)"
csg,chil1264,Chilean Sign Language,21000,,"wikidata P1098 (unqualified, assumed L1)"
ygr,yaga1260,Yagaria,21000,1982,"wikidata P1098 (unqualified, assumed L1)"
gum,guam1248,Guambiano,20782,,"wikidata P1098 (unqualified, assumed L1)"
nzs,newz1236,New Zealand Sign Language,20200,,"wikidata P1098 (unqualified, assumed L1)"
szn,sula1248,Sula,20000,,"wikidata P1098 (unqualified, assumed L1)"
kna,dera1248,Dera (Nigeria),20000,,"wikidata P1098 (unqualified, assumed L1)"
mnz,moni1261,Moni,20000,1991,"wikidata P1098 (unqualified, assumed L1)"
quf,lamb1276,Lambayeque Quechua,20000,1998,"wikidata P1098 (unqualified, assumed L1)"
mky,east2440,East Makian,20000,,"wikidata P1098 (unqualified, assumed L1)"
hca,anda1280,Andaman Creole Hindi,20000,1994,"wikidata P1098 (unqualified, assumed L1)"
pga,suda1237,South Sudanese Creole Arabic,20000,1987,wikidata P1098 (first-language qualified)
kcq,kamo1254,Kamo,20000,,"wikidata P1098 (unqualified, assumed L1)"
kfc,kond1295,Konda-Dora,20000,,"wikidata P1098 (unqualified, assumed L1)"
oua,taga1278,Ouargli,20000,2014,"wikidata P1098 (unqualified, assumed L1)"
dun,dusu1271,Dusun Deyah,20000,1981,"wikidata P1098 (unqualified, assumed L1)"
nuo,nguo1239,Nguôn,20000,,"wikidata P1098 (unqualified, assumed L1)"
trv,taro1264,Seediq,20000,2008,"wikidata P1098 (unqualified, assumed L1)"
ani,andi1255,Andi,20000,,"wikidata P1098 (unqualified, assumed L1)"
lrt,lara1260,Larantuka Malay,20000,2007,"wikidata P1098 (unqualified, assumed L1)"
dak,dako1258,Dakota,20000,2011,"wikidata P1098 (unqualified, assumed L1)"
bvb,bube1242,Bube,20000,,"wikidata P1098 (unqualified, assumed L1)"
dox,buss1239,Bussa,19020,2007,"wikidata P1098 (unqualified, assumed L1)"
mek,meke1243,Mekeo,19000,2003,"wikidata P1098 (unqualified, assumed L1)"
mju,mann1245,Manna-Dora,18964,,"wikidata P1098 (unqualified, assumed L1)"
maa,sanj1286,San Jerónimo Tecóatl Mazatec,18900,2000,"wikidata P1098 (unqualified, assumed L1)"
xom,komo1258,Komo (Sudan-Ethiopia),18530,,"wikidata P1098 (unqualified, assumed L1)"
kie,kibe1241,Kibet,18500,1983,"wikidata P1098 (unqualified, assumed L1)"
mpe,maja1242,Majang,18500,2007,"wikidata P1098 (unqualified, assumed L1)"
alu,area1240,'Are'are,18000,1999,wikidata P1098 (first-language qualified)
mfh,mata1306,Matal,18000,1982,wikidata P1098 (first-language qualified)
dow,doya1240,Doyayo,18000,1985,"wikidata P1098 (unqualified, assumed L1)"
snc,sina1266,Sinaugoro,18000,2000,wikidata P1098 (first-language qualified)
rar,raro1241,Southern Cook Island Maori,17500,2018,"wikidata P1098 (unqualified, assumed L1)"
bwe,bwek1238,Bwe Karen,17200,1997,"wikidata P1098 (unqualified, assumed L1)"
pau,pala1344,Palauan,17000,,"wikidata P1098 (unqualified, assumed L1)"
alp,alun1238,Alune,17000,2000,wikidata P1098 (first-language qualified)
esu,cent2127,Central Alaskan Yupik,16900,,"wikidata P1098 (unqualified, assumed L1)"
kcu,kami1256,Kami (Tanzania),16400,,"wikidata P1098 (unqualified, assumed L1)"
guu,yano1261,Yanomamö,16200,,"wikidata P1098 (unqualified, assumed L1)"
xsr,sher1255,Solu-Khumbu Sherpa,16012,2011,wikidata P1098 (first-language qualified)
srh,sari1246,Sarikoli,16000,,"wikidata P1098 (unqualified, assumed L1)"
ter,tere1279,Terena-Kinikinao-Chane,16000,2006,"wikidata P1098 (unqualified, assumed L1)"
yog,yoga1237,Yogad,16000,1990,wikidata P1098 (first-language qualified)
yec,yeni1236,Yeniche,16000,2006,wikidata P1098 (first-language qualified)
dhv,dehu1237,Dehu,15949,2014,"wikidata P1098 (unqualified, assumed L1)"
evn,even1259,Evenki,15800,2010,"wikidata P1098 (unqualified, assumed L1)"
swb,maor1244,Maore Comorian,15200,2012,"wikidata P1098 (unqualified, assumed L1)"
tby,taba1263,Tabaru,15000,1991,wikidata P1098 (first-language qualified)
xkz,kurt1248,Kurtokha,15000,2011,wikidata P1098 (first-language qualified)
klr,khal1275,Khaling,15000,2011,wikidata P1098 (first-language qualified)
ood,toho1245,Tohono O'odham,15000,2007,wikidata P1098 (first-language qualified)
cto,embe1260,Emberá-Catío,15000,1992,"wikidata P1098 (unqualified, assumed L1)"
dse,dutc1253,Dutch Sign Language,15000,2018,"wikidata P1098 (unqualified, assumed L1)"
fse,finn1310,Finnish Sign Language,15000,2006,"wikidata P1098 (unqualified, assumed L1)"
sva,svan1243,Svan,15000,,"wikidata P1098 (unqualified, assumed L1)"
mbb,west2555,Western Bukidnon Manobo,15000,2008,wikidata P1098 (first-language qualified)
mwl,mira1251,Mirandese,15000,2000,"wikidata P1098 (unqualified, assumed L1)"
ldm,land1256,Landoma,15000,,"wikidata P1098 (unqualified, assumed L1)"
pmt,tuam1242,Tuamotuan,15000,,"wikidata P1098 (unqualified, assumed L1)"
qvs,sanm1289,San Martín Quechua,15000,2000,"wikidata P1098 (unqualified, assumed L1)"
yli,angg1239,Angguruk Yali,15000,1991,"wikidata P1098 (unqualified, assumed L1)"
lqr,logi1239,Logir,15000,,"wikidata P1098 (unqualified, assumed L1)"
lbj,lada1244,Leh Ladakhi,14952,2011,"wikidata P1098 (unqualified, assumed L1)"
pug,phui1238,Phuie,14300,2000,"wikidata P1098 (unqualified, assumed L1)"
duu,drun1238,Drung,14225,,"wikidata P1098 (unqualified, assumed L1)"
rsk,pann1240,Pannonian Ruthenian,14185,2011,"wikidata P1098 (unqualified, assumed L1)"
uhn,dama1272,Damal,14000,2000,"wikidata P1098 (unqualified, assumed L1)"
bgj,bang1356,Bangolan,14000,2008,"wikidata P1098 (unqualified, assumed L1)"
cbt,chay1248,Shawi,14000,2011,"wikidata P1098 (unqualified, assumed L1)"
riu,riun1237,Riung,14000,1981,"wikidata P1098 (unqualified, assumed L1)"
pid,piar1243,Piaroa,13770,2012,"wikidata P1098 (unqualified, assumed L1)"
apw,west2615,Western Apache,13445,2013,wikidata P1098 (first-language qualified)
hsb,uppe1395,Upper Sorbian,13300,2007,"wikidata P1098 (unqualified, assumed L1)"
gha,ghad1239,Ghadames,13100,2006,"wikidata P1098 (unqualified, assumed L1)"
kzg,kika1239,Kikai,13100,2000,wikidata P1098 (first-language qualified)
kht,kham1290,Khamti,13000,2000,wikidata P1098 (first-language qualified)
tvl,tuva1244,Tuvalu,13000,,"wikidata P1098 (unqualified, assumed L1)"
wap,wapi1253,Wapishana,13000,2000,"wikidata P1098 (unqualified, assumed L1)"
ghs,guhu1244,Guhu-Samane,13000,2000,wikidata P1098 (first-language qualified)
yul,yulu1243,Yulu-Binga,13000,1987,"wikidata P1098 (unqualified, assumed L1)"
qux,yauy1235,Yauyos Quechua,13000,2000,"wikidata P1098 (unqualified, assumed L1)"
csq,croa1242,Croatian Sign Language,13000,2014,"wikidata P1098 (unqualified, assumed L1)"
sqs,sril1237,Sri Lankan Sign Language,12800,1986,"wikidata P1098 (unqualified, assumed L1)"
ssn,waat1238,Waata,12600,2009,"wikidata P1098 (unqualified, assumed L1)"
abm,aban1242,Abanyom,12500,,"wikidata P1098 (unqualified, assumed L1)"
ddo,dido1241,Tsez,12467,,"wikidata P1098 (unqualified, assumed L1)"
chr,cher1273,Cherokee,12300,2010,"wikidata P1098 (unqualified, assumed L1)"
kwi,awac1239,Awa-Cuaiquer,12055,2005,"wikidata P1098 (unqualified, assumed L1)"
bne,bint1245,Bintauna,12000,2004,"wikidata P1098 (unqualified, assumed L1)"
atq,aral1243,Aralle-Tabulahan,12000,1984,"wikidata P1098 (unqualified, assumed L1)"
yai,yagn1238,Yagnobi,12000,,"wikidata P1098 (unqualified, assumed L1)"
lcm,tung1290,Tungag,12000,1990,"wikidata P1098 (unqualified, assumed L1)"
mbf,baba1267,Baba Malay,12000,2006,"wikidata P1098 (unqualified, assumed L1)"
bbt,mbur1239,Mburku,12000,,"wikidata P1098 (unqualified, assumed L1)"
szw,sawa1247,Sawai,12000,,"wikidata P1098 (unqualified, assumed L1)"
aib,ainu1251,Ainu (China),12000,2017,"wikidata P1098 (unqualified, assumed L1)"
aut,aust1304,Austral,12000,,"wikidata P1098 (unqualified, assumed L1)"
mqs,west2600,West Makian,12000,1977,wikidata P1098 (first-language qualified)
lcl,lise1239,Lisela,11900,1989,"wikidata P1098 (unqualified, assumed L1)"
wbl,wakh1245,Wakhi,11900,1989,"wikidata P1098 (unqualified, assumed L1)"
wbk,waig1243,Nuristani Kalasha,11500,2011,"wikidata P1098 (unqualified, assumed L1)"
dbp,duwa1244,Duwai,11400,,"wikidata P1098 (unqualified, assumed L1)"
chp,chip1261,Chipewyan,11325,2016,"wikidata P1098 (unqualified, assumed L1)"
kuh,kush1236,Kushi,11000,,"wikidata P1098 (unqualified, assumed L1)"
moe,mont1268,Montagnais,11000,2011,"wikidata P1098 (unqualified, assumed L1)"
fax,fala1241,Fala,11000,1994,wikidata P1098 (first-language qualified)
ptn,pata1260,Patani,10600,,"wikidata P1098 (unqualified, assumed L1)"
ojs,seve1240,Severn Ojibwa,10500,,"wikidata P1098 (unqualified, assumed L1)"
dru,ruka1240,Rukai,10500,2002,wikidata P1098 (first-language qualified)
agu,agua1252,Aguacateco,10100,2019,"wikidata P1098 (unqualified, assumed L1)"
